image number,alt,article_heading,article_url
image_1_1.jpg,,Channel 6 is embarrassed! The official UEFA Champions League video shows that when many players mention the Champions League they think of Messi first,https://www.163.com/dy/article/JDMD6MNB0529AQIE.html
image_2_1.jpg,,C Ronaldo posts a video to emphasize his status in football: 46 titles are not important he considers himself the best in history,https://www.163.com/dy/article/JDM3QA7305299TKM.html
image_2_2.jpg,,C Ronaldo posts a video to emphasize his status in football: 46 titles are not important he considers himself the best in history,https://www.163.com/dy/article/JDM3QA7305299TKM.html
image_2_3.jpg,,C Ronaldo posts a video to emphasize his status in football: 46 titles are not important he considers himself the best in history,https://www.163.com/dy/article/JDM3QA7305299TKM.html
image_2_4.jpg,,C Ronaldo posts a video to emphasize his status in football: 46 titles are not important he considers himself the best in history,https://www.163.com/dy/article/JDM3QA7305299TKM.html
image_2_5.jpg,,C Ronaldo posts a video to emphasize his status in football: 46 titles are not important he considers himself the best in history,https://www.163.com/dy/article/JDM3QA7305299TKM.html
image_3_1.jpg,,Mail: Maguire was originally not selected for the match but he asked Ten Hag to at least let him sit on the bench,https://www.163.com/dy/article/JDLS28IM0529AQIE.html
image_4_1.jpg,,The mayor responded to Morata: I feel sorry and angry about his statement. If you want to move then move.,https://www.163.com/dy/article/JDLGUJRE0549BAP0.html
image_5_1.jpg,,The Champions League was a cold night with three giants overturned: Real Madrid and Bayern both lost 0-1 both suffered their first defeat of the season; Atletico Madrid lost 0-4,https://www.163.com/dy/article/JDI9DA2P05566VBM.html
image_5_2.jpg,,The Champions League was a cold night with three giants overturned: Real Madrid and Bayern both lost 0-1 both suffered their first defeat of the season; Atletico Madrid lost 0-4,https://www.163.com/dy/article/JDI9DA2P05566VBM.html
image_5_3.jpg,,The Champions League was a cold night with three giants overturned: Real Madrid and Bayern both lost 0-1 both suffered their first defeat of the season; Atletico Madrid lost 0-4,https://www.163.com/dy/article/JDI9DA2P05566VBM.html
image_5_4.jpg,,The Champions League was a cold night with three giants overturned: Real Madrid and Bayern both lost 0-1 both suffered their first defeat of the season; Atletico Madrid lost 0-4,https://www.163.com/dy/article/JDI9DA2P05566VBM.html
image_6_1.jpg,,Messi wins 46 titles! Miami miracle in one year: third from last to win Beckham wins,https://www.163.com/dy/article/JDILVMSA05299A13.html
image_6_2.jpg,,Messi wins 46 titles! Miami miracle in one year: third from last to win Beckham wins,https://www.163.com/dy/article/JDILVMSA05299A13.html
image_6_3.jpg,,Messi wins 46 titles! Miami miracle in one year: third from last to win Beckham wins,https://www.163.com/dy/article/JDILVMSA05299A13.html
image_7_1.jpg,,Football players championship rankings: Messi ranks first with 46 titles Ronaldo ranks eighth with 35 titles,https://www.163.com/dy/article/JDJ3F5JO0549BAP0.html
image_8_1.jpg,,Ten Hag: We are angry with ourselves and we must draw motivation from it,https://www.163.com/dy/article/JDJ5TRH10529AQIE.html
image_9_1.jpg,,If the contract is not renewed will there be a scramble? 32-year-old Salah has no solution to cut inside 9 games 6 goals and 5 assists the contract is about to expire,https://www.163.com/dy/article/JDJ407300529AQIE.html
image_10_1.jpg,,8.9 points the highest score in the game! Argentina's goalkeeper exploded: 7 saves to shut out Bayern Emery is amazing again,https://www.163.com/dy/article/JDI8QFP305497GLB.html
image_10_2.jpg,,8.9 points the highest score in the game! Argentina's goalkeeper exploded: 7 saves to shut out Bayern Emery is amazing again,https://www.163.com/dy/article/JDI8QFP305497GLB.html
image_10_3.jpg,,8.9 points the highest score in the game! Argentina's goalkeeper exploded: 7 saves to shut out Bayern Emery is amazing again,https://www.163.com/dy/article/JDI8QFP305497GLB.html
image_10_4.jpg,,8.9 points the highest score in the game! Argentina's goalkeeper exploded: 7 saves to shut out Bayern Emery is amazing again,https://www.163.com/dy/article/JDI8QFP305497GLB.html
