image number,alt,article_heading,article_url
image_1_1.jpg,,Cancer patients must learn this: Massage this point every day to promote good health!,https://www.163.com/dy/article/JDJG1I8N0514AB5G.html
image_1_2.jpg,,Cancer patients must learn this: Massage this point every day to promote good health!,https://www.163.com/dy/article/JDJG1I8N0514AB5G.html
image_1_3.jpg,,Cancer patients must learn this: Massage this point every day to promote good health!,https://www.163.com/dy/article/JDJG1I8N0514AB5G.html
image_1_4.jpg,,Cancer patients must learn this: Massage this point every day to promote good health!,https://www.163.com/dy/article/JDJG1I8N0514AB5G.html
image_1_5.jpg,,Cancer patients must learn this: Massage this point every day to promote good health!,https://www.163.com/dy/article/JDJG1I8N0514AB5G.html
image_1_6.jpg,,Cancer patients must learn this: Massage this point every day to promote good health!,https://www.163.com/dy/article/JDJG1I8N0514AB5G.html
image_1_7.jpg,,Cancer patients must learn this: Massage this point every day to promote good health!,https://www.163.com/dy/article/JDJG1I8N0514AB5G.html
image_1_8.jpg,,Cancer patients must learn this: Massage this point every day to promote good health!,https://www.163.com/dy/article/JDJG1I8N0514AB5G.html
image_1_9.jpg,,Cancer patients must learn this: Massage this point every day to promote good health!,https://www.163.com/dy/article/JDJG1I8N0514AB5G.html
image_1_10.jpg,,Cancer patients must learn this: Massage this point every day to promote good health!,https://www.163.com/dy/article/JDJG1I8N0514AB5G.html
image_2_1.jpg,,Why is the mortality rate from cardiovascular disease higher if a tooth is missing?,https://www.163.com/dy/article/JDC4LLMU05148PF4.html
image_2_2.jpg,,Why is the mortality rate from cardiovascular disease higher if a tooth is missing?,https://www.163.com/dy/article/JDC4LLMU05148PF4.html
image_2_3.jpg,,Why is the mortality rate from cardiovascular disease higher if a tooth is missing?,https://www.163.com/dy/article/JDC4LLMU05148PF4.html
image_2_4.jpg,,Why is the mortality rate from cardiovascular disease higher if a tooth is missing?,https://www.163.com/dy/article/JDC4LLMU05148PF4.html
image_3_1.jpg,,A record of Lin Biao's defection: He planned a murder before fleeing and used his daughter as a cover during his escape but was reported instead,https://www.163.com/dy/article/I2Q7B8TT0522U93D.html?spss=post2020_rmd_3
image_3_2.jpg,,A record of Lin Biao's defection: He planned a murder before fleeing and used his daughter as a cover during his escape but was reported instead,https://www.163.com/dy/article/I2Q7B8TT0522U93D.html?spss=post2020_rmd_3
image_3_3.jpg,,A record of Lin Biao's defection: He planned a murder before fleeing and used his daughter as a cover during his escape but was reported instead,https://www.163.com/dy/article/I2Q7B8TT0522U93D.html?spss=post2020_rmd_3
image_3_4.jpg,,A record of Lin Biao's defection: He planned a murder before fleeing and used his daughter as a cover during his escape but was reported instead,https://www.163.com/dy/article/I2Q7B8TT0522U93D.html?spss=post2020_rmd_3
image_3_5.jpg,,A record of Lin Biao's defection: He planned a murder before fleeing and used his daughter as a cover during his escape but was reported instead,https://www.163.com/dy/article/I2Q7B8TT0522U93D.html?spss=post2020_rmd_3
image_3_6.jpg,,A record of Lin Biao's defection: He planned a murder before fleeing and used his daughter as a cover during his escape but was reported instead,https://www.163.com/dy/article/I2Q7B8TT0522U93D.html?spss=post2020_rmd_3
image_4_1.jpg,,Why do some elderly people die within a few years after they turn 70? To be honest: there are probably three reasons,https://www.163.com/dy/article/JDJG40O60514BBVC.html
image_4_2.jpg,,Why do some elderly people die within a few years after they turn 70? To be honest: there are probably three reasons,https://www.163.com/dy/article/JDJG40O60514BBVC.html
image_4_3.jpg,,Why do some elderly people die within a few years after they turn 70? To be honest: there are probably three reasons,https://www.163.com/dy/article/JDJG40O60514BBVC.html
image_4_4.jpg,,Why do some elderly people die within a few years after they turn 70? To be honest: there are probably three reasons,https://www.163.com/dy/article/JDJG40O60514BBVC.html
image_4_5.jpg,,Why do some elderly people die within a few years after they turn 70? To be honest: there are probably three reasons,https://www.163.com/dy/article/JDJG40O60514BBVC.html
image_5_1.jpg,,14 good habits of people aged 60-80. If you have half of them you are a wise old man among thousands.,https://www.163.com/dy/article/JDDNGBCL0543LQ1B.html?f=post2020_dy_recommends
image_6_1.jpg,,Doctors repeatedly warn: Elderly people should rather eat and drink some water than touch these three things easily,https://www.163.com/dy/article/JDJ5RTV50514DS7P.html?f=post2020_dy_recommends
image_6_2.jpg,,Doctors repeatedly warn: Elderly people should rather eat and drink some water than touch these three things easily,https://www.163.com/dy/article/JDJ5RTV50514DS7P.html?f=post2020_dy_recommends
image_6_3.jpg,,Doctors repeatedly warn: Elderly people should rather eat and drink some water than touch these three things easily,https://www.163.com/dy/article/JDJ5RTV50514DS7P.html?f=post2020_dy_recommends
image_7_1.jpg,,Jiangsu Province's longevity survey on 4000 centenarians: The report results overturn everyone's three views!!!,https://www.163.com/dy/article/JDLJ1TCQ0521E1EJ.html?f=post2020_dy_recommends
image_7_2.jpg,,Jiangsu Province's longevity survey on 4000 centenarians: The report results overturn everyone's three views!!!,https://www.163.com/dy/article/JDLJ1TCQ0521E1EJ.html?f=post2020_dy_recommends
image_7_3.jpg,,Jiangsu Province's longevity survey on 4000 centenarians: The report results overturn everyone's three views!!!,https://www.163.com/dy/article/JDLJ1TCQ0521E1EJ.html?f=post2020_dy_recommends
image_7_4.jpg,,Jiangsu Province's longevity survey on 4000 centenarians: The report results overturn everyone's three views!!!,https://www.163.com/dy/article/JDLJ1TCQ0521E1EJ.html?f=post2020_dy_recommends
image_7_5.jpg,,Jiangsu Province's longevity survey on 4000 centenarians: The report results overturn everyone's three views!!!,https://www.163.com/dy/article/JDLJ1TCQ0521E1EJ.html?f=post2020_dy_recommends
image_7_6.jpg,,Jiangsu Province's longevity survey on 4000 centenarians: The report results overturn everyone's three views!!!,https://www.163.com/dy/article/JDLJ1TCQ0521E1EJ.html?f=post2020_dy_recommends
image_7_7.jpg,,Jiangsu Province's longevity survey on 4000 centenarians: The report results overturn everyone's three views!!!,https://www.163.com/dy/article/JDLJ1TCQ0521E1EJ.html?f=post2020_dy_recommends
image_7_8.jpg,,Jiangsu Province's longevity survey on 4000 centenarians: The report results overturn everyone's three views!!!,https://www.163.com/dy/article/JDLJ1TCQ0521E1EJ.html?f=post2020_dy_recommends
image_7_9.jpg,,Jiangsu Province's longevity survey on 4000 centenarians: The report results overturn everyone's three views!!!,https://www.163.com/dy/article/JDLJ1TCQ0521E1EJ.html?f=post2020_dy_recommends
image_8_1.jpg,,"When you get old you realize that ""advanced health care"" is not about drinking water or walking but about doing these 7 little things",https://www.163.com/dy/article/JDKJFLOT05569GF1.html?f=post2020_dy_recommends
image_8_2.jpg,,"When you get old you realize that ""advanced health care"" is not about drinking water or walking but about doing these 7 little things",https://www.163.com/dy/article/JDKJFLOT05569GF1.html?f=post2020_dy_recommends
image_8_3.jpg,,"When you get old you realize that ""advanced health care"" is not about drinking water or walking but about doing these 7 little things",https://www.163.com/dy/article/JDKJFLOT05569GF1.html?f=post2020_dy_recommends
image_8_4.jpg,,"When you get old you realize that ""advanced health care"" is not about drinking water or walking but about doing these 7 little things",https://www.163.com/dy/article/JDKJFLOT05569GF1.html?f=post2020_dy_recommends
image_8_5.jpg,,"When you get old you realize that ""advanced health care"" is not about drinking water or walking but about doing these 7 little things",https://www.163.com/dy/article/JDKJFLOT05569GF1.html?f=post2020_dy_recommends
image_8_6.jpg,,"When you get old you realize that ""advanced health care"" is not about drinking water or walking but about doing these 7 little things",https://www.163.com/dy/article/JDKJFLOT05569GF1.html?f=post2020_dy_recommends
